order_id,customer_id,product,amount,order_date,status
O00081,C0120,Portable Charger,8006.86,2024-05-28,Cancelled
O00001,C0078,Cable Organizer,29056.54,2024-01-05,cancelled
O00460,C0001,Standing Desk Mat,20943.02,06/03/2024,COMPLETED
O00123,C0002,Notebook Pack,19943.04,05/08/2024,done
O00185,C0056,Desk Lamp,29377.65,03-23-2025,canceled
O00019,C0073,Standing Desk Mat,15793.8,10-09-2024,canceled
O00346,C0112,Whiteboard Marker Set,30822.61,23/02/2025,refunded
O00087,C0104,Cable Organizer,14301.73,2023-05-03,Refunded
O00461,C0116,Portable Charger,12132.57,11-15-2025,refunded
O00119,C0071,USB-C Hub,14330.13,13/02/2024,REFUNDED
O00358,C0045,Ergonomic Chair,5847.61,07-05-2023,cancelled
O00265,C0069,Whiteboard Marker Set,21618.86,2024-09-26,cancelled
O00262,C0111,Standing Desk Mat,,30/05/2023,pending
O00307,C0099,Standing Desk Mat,34986.26,2024-05-22,pending
O00402,C0059,Notebook Pack,29274.27,08/12/2023,REFUNDED
O00018,C0026,USB-C Hub,21143.21,2025-10-08,COMPLETED
O00100,C0026,Standing Desk Mat,17892.43,2023-03-21,Completed
O00458,C0018,Portable Charger,13775.48,10-23-2023,Cancelled
O00266,C0118,Desk Lamp,34104.8,10-31-2024,Done
O00480,C0034,Standing Desk Mat,19120.14,14/02/2025,pending
O00337,C0045,Whiteboard Marker Set,14576.85,05-05-2023,PENDING
O00436,C0101,Cable Organizer,11045.3,2024-05-29,Completed
O00104,C0087,Mechanical Keyboard,34299.43,02-24-2023,Cancelled
O00006,C0080,Wireless Mouse,23637.48,18/05/2025,cancelled
O00225,C0069,Portable Charger,32182.68,12-08-2023,pending
O00254,C0073,Wireless Mouse,21419.24,20/12/2024,pending
O00328,C0079,Webcam HD,24701.69,12-04-2023,refunded
O00090,C0066,Whiteboard Marker Set,3849.62,08/09/2023,PENDING
O00420,C0096,Portable Charger,14410.4,02-06-2024,cancelled
O00397,C0012,Whiteboard Marker Set,2764.51,18/04/2024,done
O00030,C0091,Mechanical Keyboard,10938.24,11-03-2024,CANCELLED
O00306,C0041,Standing Desk Mat,7782.07,2025-08-24,cancelled
O00365,C0014,Webcam HD,2373.79,10-27-2024,cancelled
O00147,C0085,Monitor Stand,21579.69,2024-02-27,completed
O00267,C0082,Cable Organizer,23884.47,14/06/2025,COMPLETED
O00336,C0034,Desk Lamp,29322.03,2023-07-18,Completed
O00489,C0028,Webcam HD,21287.03,16/12/2023,REFUNDED
O00494,C0069,Whiteboard Marker Set,26370.31,24/09/2023,COMPLETED
O00197,C0001,Monitor Stand,11727.1,20/06/2025,CANCELLED
O00371,C0108,Cable Organizer,30695.72,19/07/2023,pending
O00020,C0009,Webcam HD,15560.39,26/04/2023,Cancelled
O00312,C0030,Standing Desk Mat,7774.71,2024-11-10,REFUNDED
O00041,C0067,Mechanical Keyboard,10083.73,09/07/2025,pending
O00190,C0035,Mechanical Keyboard,4767.0,08/07/2025,pending
O00114,C0074,Cable Organizer,19079.75,27/10/2023,CANCELLED
O00135,C0088,Standing Desk Mat,30578.63,07-03-2025,COMPLETED
O00033,C0018,USB-C Hub,2838.28,03-19-2023,done
O00046,C0061,Webcam HD,21594.5,2024-06-08,COMPLETED
O00223,C0031,Notebook Pack,4224.79,10-17-2023,Canceled
O00308,C0035,Whiteboard Marker Set,28597.35,2025-03-06,Completed
O00475,C0104,Standing Desk Mat,23992.72,23/11/2023,Done
O00242,C0001,Portable Charger,3395.08,01-03-2025,Refunded
O00075,C0026,USB-C Hub,8399.49,2025-01-09,REFUNDED
O00422,C0054,Wireless Mouse,32442.86,25/07/2025,done
O00047,C0020,Whiteboard Marker Set,32916.81,2024-08-13,refunded
O00412,C0083,Monitor Stand,14203.61,2025-07-29,PENDING
O00003,C0073,Cable Organizer,14116.74,03-04-2023,Done
O00326,C0010,Wireless Mouse,10426.86,03/08/2023,canceled
O00200,C0089,Cable Organizer,17261.1,09/02/2025,PENDING
O00498,C0099,Desk Lamp,31866.38,16/04/2025,COMPLETED
O00027,C0050,Monitor Stand,27139.87,11-16-2024,Completed
O00362,C0040,Portable Charger,33850.77,10/02/2025,cancelled
O00351,C0030,USB-C Hub,10621.04,05/07/2024,Refunded
O00357,C0031,Ergonomic Chair,17183.71,2025-08-29,Refunded
O00315,C0048,Portable Charger,32975.97,07-26-2023,CANCELLED
O00282,C0076,Webcam HD,34922.88,05-17-2024,Pending
O00411,C0063,Ergonomic Chair,8544.32,2025-11-04,cancelled
O00174,C0037,Wireless Mouse,17651.73,2023-08-08,refunded
O00403,C0090,Portable Charger,2192.89,2025-05-02,pending
O00206,C0119,Portable Charger,14727.2,24/06/2023,Completed
O00261,C0010,Whiteboard Marker Set,31121.94,10/10/2024,completed
O00110,C0023,Webcam HD,31937.44,12-26-2024,canceled
O00052,C0050,Ergonomic Chair,8988.97,19/05/2023,completed
O00083,C0022,Standing Desk Mat,32964.95,2024-11-22,Done
O00487,C0066,Wireless Mouse,31194.19,2023-12-07,Done
O00359,C0050,Wireless Mouse,5826.49,2024-04-06,Pending
O00401,C0035,Portable Charger,3388.45,2023-08-22,canceled
O00229,C0004,Desk Lamp,10328.63,2024-08-14,cancelled
O00118,C0007,Mechanical Keyboard,,2023-10-09,REFUNDED
O00383,C0001,Cable Organizer,25715.81,12-06-2024,PENDING
O00061,C0078,USB-C Hub,19159.33,2023-06-13,canceled
O00338,C0105,Whiteboard Marker Set,14738.75,04-27-2024,REFUNDED
O00443,C0021,Monitor Stand,19075.89,2024-12-16,CANCELLED
O00438,C0025,Notebook Pack,15790.65,2023-12-22,COMPLETED
